genre,artist,title,lyrics,year,valence,arousal,dominance,coverage,emotion_label
classic-pop,The Mamas & The Papas,Creeque Alley,"John and Mitchy were gettin' kind of itchy Just to leave their folk music behind; Zal and Denny workin' for a penny Tryin' to get a fish on the line In a coffee house Sebastian sat And after every number they'd pass the hat McGuinn and McGuire just a-gettin' higher in L.A., You know where that's at And no one's gettin' fat except Mama Cass Zal he said, Denny, you know there aren't many Who can sing a song the way that you do; let's go south. Denny said, Zally, golly, don't you think that I wish I could play guitar like you. Zal, Denny, and Sebastian sat at the Night Owl And after every number they'd pass the hat McGuinn and McGuire still a-gettin' higher in L.A., You know where that's at And no one's gettin' fat except Mama Cass When Cass was a sophomore, planned to go to Swarthmore But she changed her mind one day Standin' on the turnpike, thumb out to hitchhike Take me to New York right away. When Denny met Cass he gave her love bumps; Called John and Zal and that was the Mugwumps McGuinn and McGuire couldn't get no higher But that's what they were aimin' at And no one's gettin' fat except Mama Cass Mugwumps, high jumps, low slumps, big bumps--- Don't you work as hard as you play Make up, break up, everything is shake up; Guess it had to be that way Sebastian and Zal formed the Spoonful; Michelle, John, and Denny gettin' very tuneful McGuinn and McGuire just a-catchin' fire in L.A., You know where that's at And everybody's gettin' fat except Mama Cass Broke, busted, disgusted, agents can't be trusted And Mitchy wants to go to the sea Cass can't make it; she says we'll have to fake it--- We knew she'd come eventually Greasin' on American Express cards; Tents low rent, but keeping out the heat's hard Duffy's good vibrations and our imaginations Can't go on indefinitely And California dreamin' is becomin' a reality...",1967,0.140865,-0.08224000000000001,0.0026950000000000008,0.5813953488372093,relaxed
classic-pop,Bobbie Gentry,Ode to Billie Joe,"Was the third of June, another sleepy, dusty Delta day I was out choppin' cotton, and my brother was balin' hay And at dinner time we stopped and walked back to the house to eat And Mama hollered out the back door, Y'all, remember to wipe your feet! And then she said, I got some news this mornin' from Choctaw Ridge Today, Billie Joe MacAllister jumped off the Tallahatchie Bridge And Papa said to Mama, as he passed around the black-eyed peas Well, Billie Joe never had a lick of sense; pass the biscuits, please There's five more acres in the lower forty I got to plow And Mama said it was shame about Billie Joe, anyhow Seems like nothin' ever comes to no good up on Choctaw Ridge And now Billie Joe MacAllister's jumped off the Tallahatchie Bridge And brother said he recollected when he, and Tom, and Billie Joe Put a frog down my back at the Carroll County picture show And wasn't I talkin' to him after church last Sunday night? I'll have another piece-a apple pie; you know, it don't seem right I saw him at the sawmill yesterday on Choctaw Ridge And now you tell me Billie Joe's jumped off the Tallahatchie Bridge Mama said to me, Child, what's happened to your appetite? I've been cookin' all mornin', and you haven't touched a single bite That nice young preacher, Brother Taylor, dropped by today Said he'd be pleased to have dinner on Sunday, oh, by the way He said he saw a girl that looked a lot like you up on Choctaw Ridge And she and Billie Joe was throwin' somethin' off the Tallahatchie Bridge A year has come and gone since we heard the news 'bout Billie Joe And brother married Becky Thompson; they bought a store in Tupelo There was a virus goin' 'round; Papa caught it, and he died last spring And now Mama doesn't seem to want to do much of anything And me, I spend a lot of time pickin' flowers up on Choctaw Ridge And drop them into the muddy water off the Tallahatchie Bridge",1967,0.12938596491228072,-0.12265350877192982,-0.025570175438596486,0.6368715083798883,relaxed
classic-pop,Pat Boone,April Love,"April love is for the very young Every star's a wishing star that shines for you April love is all the seven wonders One little kiss can tell you this is true Sometimes an April day will suddenly bring showers Rain to grow the flowers for her first bouquet But April love can slip right through your fingers So if she's the one, don't let her run away Sometimes an April day will suddenly bring showers Rain to grow the flowers for her first bouquet But April love can slip right through your fingers So if she's the one, don't let her run away",1957,0.24198507462686564,-0.051522388059701496,0.014999999999999993,0.6442307692307693,happy
classic-pop,Jackie DeShannon,What the World Needs Now Is Love,"What the world needs now is love, sweet love It's the only thing that there's just too little of What the world needs now is love, sweet love No, not just for some, but for everyone Lord, we don't need another mountain There are mountains and hillsides enough to climb There are oceans and rivers enough to cross Enough to last 'til the end of time What the world needs now is love, sweet love It's the only thing that there's just too little of What the world needs now is love, sweet love No, not just for some, but for everyone Lord, we don't need another meadow There are cornfields and wheat fields enough to grow There are sunbeams and moonbeams enough to shine Oh, listen, Lord, if You want to know What the world needs now is love, sweet love It's the only thing that there's just too little of What the world needs now is love, sweet love No, not just for some, oh, but just for every, every, everyone What the world needs now Woah, oh Is love is love Sweet love What the world needs now Oh, oh Is love is love Sweet love What the world needs now Oh, oh Is love is love Sweet love",1965,0.22507594936708858,-0.03576582278481012,0.059221518987341765,0.7452830188679245,happy
classic-pop,The American Breed,"Bend Me, Shape Me","You are all the woman I need And baby, you know it Know it, know it, know it You can make this beggar a king A clown or a poet Poet, poet, poet I'll give you all that I own You got me standing in line Out in the cold, pay me some mind Bend me, shape me, any way you want me Long as you love me, it's all right Bend me, shape me, any way you want me You got the power to turn on the light Everybody tells me I'm wrong To want you so badly Badly, badly, badly But there's a force driving me on I follow it gladly Gladly, gladly, gladly So let them laugh, I don't care 'Cause I got nothing to hide All that I want is you by my side Bend me, shape me, any way you want me Long as you love me, it's all right Bend me, shape me, any way you want me You got the power to turn on the light Yeah, bend me, shape me, any way you want me Long as you love me, it's all right Bend me, shape me, any way you want me You got the power to turn on the light Yeah, yeah, yeah Bend me, shape me, any way you want me Long as you love me, it's all right Bend me, shape me, any way you want me...",1968,0.16790780141843975,-0.02322695035460993,0.04136879432624114,0.592436974789916,happy
classic-pop,Marvin Gaye,I Heard It Through the Grapevine,"Ooh-ooh, I bet you're wondering how I knew 'Bout your plans to make me blue With some other guy you knew before Between the two of us guys, you know I love you more It took me by surprise, I must say Took me by surprise, I must say When I found out yesterday When I found out yesterday Don't you know that I heard it through the grapevine? Not much longer would you be mine Ooh, baby, baby Oh, I heard it through the grapevine Oh, I'm just about to lose my mind Honey, honey, well Heard it through the grapevine, not much longer would you be my baby Ooh, ooh, ooh I know a man ain't supposed to cry But these tears, I can't hold inside Losing you would end my life, you see 'Cause you mean that much to me You could have told me yourself You could have told me yourself That you love someone else That you love someone else Instead, I heard it through the grapevine Not much longer would you be mine Ooh, baby, baby Oh, I heard it through the grapevine And I'm just about to lose my mind Honey, honey, well Heard it through the grapevine, not much longer would you be my baby Ooh, ooh, ooh People say believe half of what you see Son, and none of what you hear But I can't help being confused If it's true, please tell me, dear Do you plan to let me go Do you plan to let me go For the other guy you loved before? For the other guy you loved before? Don't you know I heard it through the grapevine? Not much longer would you be mine Ooh, baby, baby Baby, I heard it through the grapevine Ooh, I'm just about to lose my mind Honey, honey, yeah Heard it through the grapevine, not much longer would you be my baby Yeah, yeah, yeah, yeah Honey, honey, I know Heard it through the grapevine, not much longer would you be my baby That you're letting me go Yeah, yeah, yeah, yeah Said I heard it through the grapevine Heard it through the grapevine, not much longer would you be my baby Ooh, heard it through the grapevine Yeah, yeah, yeah, yeah Ooh, I heard it",1968,0.15966545454545455,-0.13930545454545454,-0.0512509090909091,0.710594315245478,relaxed
classic-pop,The Shirelles,Soldier Boy,Soldier boy Oh my little soldier boy I'll be true to you You were my first love And you'll be my last love I will never make you blue I'll be true to you In the whole world You can love but one girl Let me be the one girl For I'll be true to you Wherever you go My heart will follow I love you so I'll be true to you Take my love with you To any port or foreign shore Darling you must feel for sure I'll be true to you Soldier boy Oh my little soldier boy I'll be true to you,1962,0.2639047619047619,-0.1256190476190476,0.10406349206349207,0.5943396226415094,relaxed
classic-pop,The Supremes,Someday We’ll Be Together,"Mmmm, mmmm Mmmm, mmmm, mmmm, mmmm, mmmm Someday we'll be together Ooh, ah, say, say, say, say it again You tell her Someday we'll be together Oh yeah, oh yeah You're far away From me, my love Sing it pretty And just as sure, my, my baby As there are stars above Wanna say, wanna say, wanna say it Someday we'll be together Mmm Ah, yes we will, yes we will Sing Someday we'll be together Some sweet day Ah, I know, I know, I know, I know, I know My love is yours, baby Oh, right from the start Do you mean it, honey? You, you, you possess my soul now, honey And I know, I know you own my heart and I wanna say it Tell her Someday we'll be together Some sweet day Ah, yes we will, yes we will Ooh, someday we'll be together Tell everybody now Ah, yes we will, yes we will A long time ago, na na, sweet thing I made a big mistake, honey I Say it Say I said goodbye, oh, oh Bye, bye, bye, bye, bye Baby, ever Ever Ever and ever and ever Ever Ever since that day, now Ever since that day All I All I wanna do All I wanna do, All I wanna do Oh, is cry, cry, cry Hey, hey, hey I long for you Oh, yes I do Every, every night Mmm, mmm Ooh, just to kiss your sweet, sweet lips, baby Hold you ever, ever so tight and I wanna say it Sing Someday we'll be together Ah, yes we will, yes we will Someday we'll be together Yes we will, yes we will My love Someday we'll be together Ah honey, honey, honey, honey, honey Someday we'll be together Yes we will, yes we will Tell her Someday, ooh Someday we'll be together",1969,0.26810849056603775,-0.12364150943396225,0.06028773584905659,0.6816720257234726,relaxed
classic-pop,Bobby Lewis,Tossin’ and Turnin’,"Baby Baby You did something to me I couldn't sleep at all last night Just a-thinkin' of you Baby, things weren't right Well, I was tossin' and turnin' Turnin' and tossin' Tossin' and turnin' all night I kicked the blankets on the floor Turned my pillow upside down I never, never did before Because I was tossin' and turnin' Turnin' and tossin' Tossin' and turnin' all night Jumped out of bed Turned on the light I pulled down the shade Went to the kitchen for a bite Rolled up the shade Turned off the light I jumped back into bed It was the middle of the night The clock downstairs was strikin' four Couldn't get you off my mind I heard the milkman at the door 'Cause I was tossin' and turnin' Turnin' and tossin' Tossin' and turnin' all night Jumped out of bed Turned on the light I pulled down the shade Went to the kitchen for a bite Rolled up the shade Turned off the light I jumped back into bed It was the middle of the night The clock downstairs was strikin' four I couldn't get you off my mind I heard the milkman at the door 'Cause I was tossin' and turnin', hey-hey-hey-hey I was turnin' and tossin' all day-day-day I was tossin', hey-hey-hey and turnin' and tossin' Tossin' and turnin' all babe-babe-babe",1961,0.1037323943661972,-0.12564084507042253,-0.07333802816901408,0.5991561181434599,sad
classic-pop,Neil Diamond,I Am... I Said,"L.A.'s fine, the sun shines most the time And the feeling is lay back Palm trees grow and rents are low But you know I keep thinkin' about Making my way back Well, I'm New York City born and raised But nowadays, I'm lost between two shores L.A.'s fine, but it ain't home New York's home, but it ain't mine no more I am, I said To no one there And no one heard at all Not even the chair I am, I cried I am, said I And I am lost and I can't Even say why Leavin' me lonely still Did you ever read about a frog Who dreamed of bein' a king And then became one? Well, except for the names And a few other changes If you talk about me The story's the same one But I got an emptiness deep inside And I've tried, but it won't let me go And I'm not a man who likes to swear But I never cared for the sound of being alone I am, I said To no one there And no one heard at all Not even the chair I am, I cried I am, said I And I am lost and I can't Even say why I am, I said I am, I cried I am! I am, I said...",1971,0.09024615384615384,-0.11165384615384615,-0.04095384615384615,0.5701754385964912,sad
